date,industry,window,secid,ret,industry_ret,excess_ret,industry_rank_pct,group,FREE_MV,S_DQ_AMOUNT
2026-06-23,IT服务Ⅱ,20,300523.SZ,-0.1905700674952806,-0.11689005212274219,-0.07368001537253842,0.19834710743801653,bottom,218826.62031199998,51559.134
2026-06-23,IT服务Ⅱ,20,688316.SH,-0.20923406514669995,-0.11689005212274219,-0.09234401302395777,0.19008264462809918,bottom,210308.926935,165484.099
2026-06-23,IT服务Ⅱ,20,300846.SZ,-0.20998947863829143,-0.11689005212274219,-0.09309942651554924,0.18181818181818182,bottom,906224.12366,1015543.651
2026-06-23,IT服务Ⅱ,20,300300.SZ,-0.21041653531273763,-0.11689005212274219,-0.09352648318999544,0.17355371900826447,bottom,442555.129198,436958.65
2026-06-23,IT服务Ⅱ,20,301172.SZ,-0.21080102811582346,-0.11689005212274219,-0.09391097599308128,0.1652892561983471,bottom,231618.24,128656.44
2026-06-23,IT服务Ⅱ,20,002380.SZ,-0.21283277559000435,-0.11689005212274219,-0.09594272346726217,0.15702479338842976,bottom,411135.04465,305338.228
2026-06-23,IT服务Ⅱ,20,300895.SZ,-0.21327845700297665,-0.11689005212274219,-0.09638840488023447,0.1487603305785124,bottom,388091.73875,425375.044
2026-06-23,IT服务Ⅱ,20,000555.SZ,-0.21527981485399517,-0.11689005212274219,-0.09838976273125298,0.14049586776859505,bottom,686935.9729470001,313260.058
2026-06-23,IT服务Ⅱ,20,300079.SZ,-0.21959744830745898,-0.11689005212274219,-0.10270739618471679,0.1322314049586777,bottom,559204.241752,133880.782
2026-06-23,IT服务Ⅱ,20,301085.SZ,-0.22129682872104528,-0.11689005212274219,-0.1044067765983031,0.12396694214876033,bottom,256610.46801600003,172984.468
2026-06-23,IT服务Ⅱ,20,300687.SZ,-0.22189506585846264,-0.11689005212274219,-0.10500501373572045,0.11570247933884298,bottom,785281.112375,771636.761
2026-06-23,IT服务Ⅱ,20,600845.SH,-0.22473500328133955,-0.11689005212274219,-0.10784495115859737,0.10743801652892562,bottom,1225502.642082,288958.611
2026-06-23,IT服务Ⅱ,20,300634.SZ,-0.22977300845996584,-0.11689005212274219,-0.11288295633722366,0.09917355371900827,bottom,559457.79826,242058.246
2026-06-23,IT服务Ⅱ,20,688228.SH,-0.23482313247489994,-0.11689005212274219,-0.11793308035215776,0.09090909090909091,bottom,254254.88088,102024.296
2026-06-23,IT服务Ⅱ,20,688500.SH,-0.2349563498539018,-0.11689005212274219,-0.1180662977311596,0.08264462809917356,bottom,235155.26914000002,97881.65
2026-06-23,IT服务Ⅱ,20,301316.SZ,-0.24168809651376977,-0.11689005212274219,-0.12479804439102758,0.0743801652892562,bottom,379227.41169300006,502455.424
2026-06-23,IT服务Ⅱ,20,300682.SZ,-0.2527957443838136,-0.11689005212274219,-0.1359056922610714,0.06611570247933884,bottom,729921.161211,201425.277
2026-06-23,IT服务Ⅱ,20,600536.SH,-0.25828054261049616,-0.11689005212274219,-0.14139049048775398,0.05785123966942149,bottom,1619317.4616999999,680697.508
2026-06-23,IT服务Ⅱ,20,688568.SH,-0.26291487474110653,-0.11689005212274219,-0.14602482261836436,0.049586776859504134,bottom,1452923.0633899998,475568.197
2026-06-23,IT服务Ⅱ,20,002642.SZ,-0.26722385475088295,-0.11689005212274219,-0.15033380262814078,0.04132231404958678,bottom,354732.455819,98422.311
2026-06-23,IT服务Ⅱ,20,600589.SH,-0.2763941126779299,-0.11689005212274219,-0.15950406055518773,0.03305785123966942,bottom,1223500.4922000002,1144608.418
2026-06-23,IT服务Ⅱ,20,603887.SH,-0.2950081125438535,-0.11689005212274219,-0.17811806042111133,0.024793388429752067,bottom,521744.46359999996,155141.827
2026-06-23,IT服务Ⅱ,20,688051.SH,-0.4011555527096422,-0.11689005212274219,-0.28426550058690003,0.01652892561983471,bottom,88892.752666,59140.047
2026-06-23,IT服务Ⅱ,20,300290.SZ,-0.4351942245798748,-0.11689005212274219,-0.3183041724571326,0.008264462809917356,bottom,485965.32180000003,188372.9
2026-06-23,IT服务Ⅱ,20,920790.BJ,0.40111062448047186,-0.11689005212274219,0.518000676603214,1.0,top,79967.290182,401126.787
2026-06-23,IT服务Ⅱ,20,301218.SZ,0.20840126957700633,-0.11689005212274219,0.3252913216997485,0.9917355371900827,top,259777.81962000002,404374.587
2026-06-23,IT服务Ⅱ,20,301396.SZ,0.19099260811000462,-0.11689005212274219,0.3078826602327468,0.9834710743801653,top,2651949.2375999996,4310858.443
2026-06-23,IT服务Ⅱ,20,002657.SZ,0.16629613110139818,-0.11689005212274219,0.28318618322414035,0.9752066115702479,top,700911.872142,1673036.686
2026-06-23,IT服务Ⅱ,20,688227.SH,0.15683883185365755,-0.11689005212274219,0.2737288839763997,0.9669421487603306,top,682535.6110080001,1213985.492
2026-06-23,IT服务Ⅱ,20,300440.SZ,0.1374190101732431,-0.11689005212274219,0.25430906229598527,0.9586776859504132,top,580454.365275,456465.431
2026-06-23,IT服务Ⅱ,20,301178.SZ,0.11575427382594672,-0.11689005212274219,0.2326443259486889,0.9504132231404959,top,257106.896122,169245.317
2026-06-23,IT服务Ⅱ,20,688207.SH,0.11213417988924057,-0.11689005212274219,0.22902423201198274,0.9421487603305785,top,378862.022448,428852.879
2026-06-23,IT服务Ⅱ,20,002771.SZ,0.061185510624149675,-0.11689005212274219,0.17807556274689185,0.9338842975206612,top,238836.04731,174002.361
2026-06-23,IT服务Ⅱ,20,603859.SH,0.05135237873416454,-0.11689005212274219,0.1682424308569067,0.9256198347107438,top,889898.5030649999,1181244.102
2026-06-23,IT服务Ⅱ,20,002368.SZ,0.039005553994440945,-0.11689005212274219,0.15589560611718312,0.9173553719008265,top,681919.984627,195128.984
2026-06-23,IT服务Ⅱ,20,301236.SZ,0.022816867466337598,-0.11689005212274219,0.13970691958907977,0.9090909090909091,top,2528089.0641920003,2066075.251
2026-06-23,IT服务Ⅱ,20,688251.SH,0.008519753344770287,-0.11689005212274219,0.12540980546751246,0.9008264462809917,top,122853.726924,144810.396
2026-06-23,IT服务Ⅱ,20,300166.SZ,-0.01065540182682767,-0.11689005212274219,0.10623465029591452,0.8925619834710744,top,1535962.310281,2488545.582
2026-06-23,IT服务Ⅱ,20,920171.BJ,-0.013148472843506287,-0.11689005212274219,0.1037415792792359,0.8842975206611571,top,82178.38283999999,170835.047
2026-06-23,IT服务Ⅱ,20,688787.SH,-0.015238899361044389,-0.11689005212274219,0.1016511527616978,0.8760330578512396,top,594100.299264,523650.063
2026-06-23,IT服务Ⅱ,20,920227.BJ,-0.01613988930034793,-0.11689005212274219,0.10075016282239425,0.8677685950413223,top,61867.71448,40778.056
2026-06-23,IT服务Ⅱ,20,920564.BJ,-0.02747325186658589,-0.11689005212274219,0.0894168002561563,0.859504132231405,top,56378.176624,31622.571
2026-06-23,IT服务Ⅱ,20,300674.SZ,-0.042316204734756724,-0.11689005212274219,0.07457384738798546,0.8512396694214877,top,913918.807248,304765.716
2026-06-23,IT服务Ⅱ,20,920748.BJ,-0.042356057996614904,-0.11689005212274219,0.07453399412612728,0.8429752066115702,top,42978.633444,109377.171
2026-06-23,IT服务Ⅱ,20,920806.BJ,-0.04870048209233513,-0.11689005212274219,0.06818957003040706,0.8347107438016529,top,103739.756994,37970.32
2026-06-23,IT服务Ⅱ,20,300399.SZ,-0.04970645563049603,-0.11689005212274219,0.06718359649224616,0.8264462809917356,top,229175.95388100002,337081.187
2026-06-23,IT服务Ⅱ,20,688327.SH,-0.050786653765849454,-0.11689005212274219,0.06610339835689273,0.8181818181818182,top,1153787.367318,473593.319
2026-06-23,IT服务Ⅱ,20,301185.SZ,-0.05449514821051471,-0.11689005212274219,0.062394903912227476,0.8099173553719008,top,159973.619895,47601.097
2026-06-23,IT服务Ⅱ,20,920092.BJ,-0.059830925987025996,-0.11689005212274219,0.05705912613571619,0.8016528925619835,top,55837.900044,71854.687
2026-06-23,一般零售,20,300947.SZ,-0.1420637925436754,-0.11189864138453247,-0.030165151159142936,0.1896551724137931,bottom,131688.71545,57172.037
2026-06-23,一般零售,20,600828.SH,-0.15790302944580858,-0.11189864138453247,-0.046004388061276116,0.1724137931034483,bottom,101423.95472,98042.669
2026-06-23,一般零售,20,600778.SH,-0.16161436136734775,-0.11189864138453247,-0.04971571998281528,0.15517241379310345,bottom,105887.500453,58501.554
2026-06-23,一般零售,20,600712.SH,-0.16524957289530695,-0.11189864138453247,-0.05335093151077448,0.13793103448275862,bottom,196063.654912,58389.02
2026-06-23,一般零售,20,300972.SZ,-0.1671816073590806,-0.11189864138453247,-0.05528296597454814,0.1206896551724138,bottom,1774949.6408519999,263797.958
2026-06-23,一般零售,20,600790.SH,-0.1706799817784681,-0.11189864138453247,-0.058781340393935635,0.10344827586206896,bottom,317920.51008000004,56994.318
2026-06-23,一般零售,20,603123.SH,-0.18579156301527222,-0.11189864138453247,-0.07389292163073975,0.08620689655172414,bottom,295559.844076,188029.227
2026-06-23,一般零售,20,600415.SH,-0.20752121587410777,-0.11189864138453247,-0.0956225744895753,0.06896551724137931,bottom,2394361.604948,653145.276
2026-06-23,一般零售,20,000564.SZ,-0.22314355131421015,-0.11189864138453247,-0.11124490992967768,0.05172413793103448,bottom,1490720.138928,330826.687
2026-06-23,一般零售,20,600113.SH,-0.2233437314770237,-0.11189864138453247,-0.11144509009249122,0.034482758620689655,bottom,562033.661742,614274.182
2026-06-23,一般零售,20,000417.SZ,-0.29058483210974284,-0.11189864138453247,-0.17868619072521036,0.017241379310344827,bottom,373561.025616,450223.388
2026-06-23,一般零售,20,000759.SZ,0.25529057666054555,-0.11189864138453247,0.36718921804507804,1.0,top,270490.286088,844793.102
2026-06-23,一般零售,20,000679.SZ,0.09219849495574461,-0.11189864138453247,0.2040971363402771,0.9827586206896551,top,189223.2,142776.763
2026-06-23,一般零售,20,600857.SH,0.07694554267185527,-0.11189864138453247,0.18884418405638775,0.9655172413793104,top,206323.819086,117769.764
2026-06-23,一般零售,20,000007.SZ,0.048827986367284915,-0.11189864138453247,0.1607266277518174,0.9482758620689655,top,304158.69391,117092.73
2026-06-23,一般零售,20,600729.SH,0.026627277188199017,-0.11189864138453247,0.1385259185727315,0.9310344827586207,top,363026.37667900004,77754.382
2026-06-23,一般零售,20,002251.SZ,0.020998146839773746,-0.11189864138453247,0.13289678822430623,0.9137931034482759,top,642664.777755,700179.935
2026-06-23,一般零售,20,600280.SH,0.020339684237122846,-0.11189864138453247,0.13223832562165533,0.896551724137931,top,144573.916856,201529.203
2026-06-23,一般零售,20,600827.SH,0.01256297930070538,-0.11189864138453247,0.12446162068523785,0.8793103448275862,top,563407.021152,72757.794
2026-06-23,一般零售,20,002818.SZ,0.00973028464257597,-0.11189864138453247,0.12162892602710844,0.8620689655172413,top,168618.552064,57999.102
2026-06-23,一般零售,20,002356.SZ,0.0,-0.11189864138453247,0.11189864138453247,0.8448275862068966,top,315523.281486,65890.502
2026-06-23,一般零售,20,600785.SH,-0.012430240843681162,-0.11189864138453247,0.0994684005408513,0.8275862068965517,top,208816.745514,145808.418
2026-06-23,一般零售,20,000882.SZ,-0.03367321510658772,-0.11189864138453247,0.07822542627794475,0.8103448275862069,top,286704.098784,98270.072
2026-06-23,专业工程,20,002743.SZ,-0.18035884762610577,-0.006332466838602389,-0.17402638078750338,0.1891891891891892,bottom,123230.7322,52569.679
2026-06-23,专业工程,20,002564.SZ,-0.18124105966020077,-0.006332466838602389,-0.17490859282159837,0.16216216216216217,bottom,282635.792851,106731.826
2026-06-23,专业工程,20,601226.SH,-0.19545084823574754,-0.006332466838602389,-0.18911838139714515,0.13513513513513514,bottom,292296.12596399995,81474.66
2026-06-23,专业工程,20,002135.SZ,-0.20195888171667553,-0.006332466838602389,-0.19562641487807314,0.10810810810810811,bottom,442305.562692,121138.215
