date,rankic
2015.06.02,-0.013662816077143
2015.06.03,0.014474012399766
2015.06.04,0.034179863581823
2015.06.05,-0.041743169540756
2015.06.08,0.003681896873318
2015.06.09,-0.02147444851108
2015.06.10,0.050773696649436
2015.06.11,0.003876236523562
2015.06.12,0.009025932714128
2015.06.15,0.005163360078968
2015.06.16,-0.015399578520153
2015.06.17,0.015739044290034
2015.06.19,-0.010539385490496
2015.06.23,-0.086617010114777
2015.06.24,-0.039638118776548
2015.06.25,-0.046308678119235
2015.06.26,-0.018615736790875
2015.06.29,0.019517155199743
2015.06.30,-0.068257186943654
2015.07.01,-0.031122155539928
2015.07.02,-0.043539037930877
2015.07.03,0.02057091638041
2015.07.06,-0.018221128699972
2015.07.07,-0.015451686772897
2015.07.09,0.122100747566573
2015.07.10,-0.094245449216994
2015.07.13,0.005130339246797
2015.07.14,0.02183783195679
2015.07.15,0.006736186006875
2015.07.16,-0.01322234979186
2015.07.17,-0.034934113366192
2015.07.20,-0.031531476928173
2015.07.21,-0.039781531744667
2015.07.22,0.054112174745727
2015.07.23,-0.011160272133087
2015.07.24,-0.004793949164169
2015.07.27,-0.036488084886102
2015.07.28,-0.030271004351655
2015.07.30,0.008190749228219
2015.07.31,-0.004521214574251
2015.08.03,0.013399146316502
2015.08.04,-0.053954621052598
2015.08.05,-0.029172923670978
2015.08.06,0.004881868709306
2015.08.07,0.017892164739489
2015.08.10,0.003856405522555
2015.08.11,-0.049601360956979
2015.08.12,0.044679147959452
2015.08.13,0.007860095279164
2015.08.14,0.006700218481998
2015.08.17,-0.008365858850524
2015.08.18,0.039304590673597
2015.08.19,0.04329631386419
2015.08.20,-0.009308988588303
2015.08.21,0.034595776092969
2015.08.24,0.009170433554083
2015.08.25,-0.040976419515186
2015.08.26,-0.03301789666107
2015.08.27,0.102089099612686
2015.08.31,0.007834741666005
2015.09.01,-0.037351500326227
2015.09.02,-0.0061600121387
2015.09.07,0.015131227501874
2015.09.08,0.074185790206396
2015.09.09,-0.055664839687924
2015.09.10,0.035267894376373
2015.09.11,0.024909744701091
2015.09.14,-0.016334757967478
2015.09.15,0.02319821873724
2015.09.16,0.004835794779072
2015.09.17,-0.019323226826739
2015.09.18,-0.049756220027067
2015.09.21,-0.003595974132963
2015.09.22,-0.006193852246226
2015.09.23,0.004929378756844
2015.09.24,-0.039146630984863
2015.09.25,0.02022228963228
2015.09.28,-0.03199262048914
2015.09.29,0.015686809970692
2015.09.30,0.007501678638579
2015.10.08,0.027626105637382
2015.10.09,0.004053215270494
2015.10.12,0.019648820811071
2015.10.13,-0.030678378640515
2015.10.14,-0.032113258187279
2015.10.15,0.004283765533963
2015.10.16,0.050324892464873
2015.10.19,-0.013577403731901
2015.10.20,-0.086409738617908
2015.10.21,0.018626457733274
2015.10.22,-0.017354921681133
2015.10.23,-0.043802780081506
2015.10.26,-0.000770983728618
2015.10.27,-0.074673372284733
2015.10.28,-0.035380050672462
2015.10.29,0.0123777314372
2015.10.30,-0.050515415873781
2015.11.02,-0.016011097712352
2015.11.03,0.116792353458291
2015.11.04,0.007570214877789
2015.11.05,0.017530025088187
2015.11.06,0.016798707207383
2015.11.09,0.034772834084317
2015.11.10,-0.01762556706392
2015.11.11,-0.009945429583509
2015.11.12,-0.075136617834809
2015.11.13,0.0036189523655
2015.11.16,-0.045971594547943
2015.11.17,-0.051317913282948
2015.11.18,0.082881500179677
2015.11.19,0.056411000019821
2015.11.20,-0.057798634572557
2015.11.23,0.064990971457161
2015.11.24,0.037145718916468
2015.11.25,-0.040376558182668
2015.11.26,0.006471231423061
2015.11.27,-0.050957324161319
2015.11.30,-0.096341546526636
2015.12.01,-0.038057394359194
2015.12.02,0.062156528344795
2015.12.03,-0.020781714832639
2015.12.04,0.012959430747017
2015.12.07,0.028126060340299
2015.12.08,0.015330720669561
2015.12.09,0.002048761520379
2015.12.10,-0.036494767097977
2015.12.11,-0.038065311130738
2015.12.14,0.070300692793671
2015.12.15,0.002333257288672
2015.12.16,-0.011682966840927
2015.12.17,-0.053150195888792
2015.12.18,-0.079647600005593
2015.12.21,0.010506020565987
2015.12.22,-0.014513823437339
2015.12.23,-0.041446194563098
2015.12.24,-0.057095965714464
2015.12.25,0.016862449077495
2015.12.28,-0.066597399240207
2015.12.29,-0.011394101860056
2015.12.30,-0.041460346394038
2015.12.31,-0.045638789092635
2016.01.04,-0.118961705413602
2016.01.05,0.038808267415713
2016.01.06,-0.020624729419977
2016.01.07,-0.073238513117392
2016.01.08,0.003998521365007
2016.01.11,0.085441712121381
2016.01.12,-0.009413980480683
2016.01.13,0.011794590527993
2016.01.14,-0.00308419518315
2016.01.15,0.01692711529014
2016.01.18,-0.025359196653803
2016.01.19,-0.025203810660761
2016.01.20,-0.012032798944638
2016.01.21,0.039268713233206
2016.01.22,-0.031892958590501
2016.01.25,-0.054423832862679
2016.01.26,-0.036745015501884
2016.01.27,0.008891581604468
2016.01.28,0.012027180563365
2016.01.29,-0.029933639166218
2016.02.01,0.003786268443722
2016.02.02,0.064991252303454
